product_name,shop_name,username,rating,review,date,case_folding,cleaning,clean_review,topic,topic_0_score,topic_1_score,label,label_code
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,fahmi_bajry,5,"Fungsi:berfungsi dengan baik dan packing sangat aman mangap👌
Kenyamanan:seller fast respon saat saya bingung untuk aktivasi top",2026-05-01 11:09:15,"fungsi:berfungsi dengan baik dan packing sangat aman mangap👌
kenyamanan:seller fast respon saat saya bingung untuk aktivasi top",fungsi berfungsi dengan baik dan packing sangat aman mangap kenyamanan seller fast respon saat saya bingung untuk aktivasi top,fungsi berfungsi dengan baik dan packing sangat aman mangap kenyamanan penjual fast respon saat saya bingung untuk aktivasi top,0,0.8666204194760609,0.13337958052393914,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,wiratamahadi24,5,"Kenyamanan:keren banget asli,, pengiriman dan packaging juga bagus banget. Aman dan nyaman",2026-05-20 22:38:12,"kenyamanan:keren banget asli,, pengiriman dan packaging juga bagus banget. aman dan nyaman",kenyamanan keren banget asli pengiriman dan packaging juga bagus banget aman dan nyaman,kenyamanan keren banget asli pengiriman dan kemasan juga bagus banget aman dan nyaman,1,0.27096604627701654,0.7290339537229835,Palsu,0
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,c*****z,5,"Fungsi:oke banget
Kondisi Barang:mulus banget

Ringan, grip oke banget, stereo audionya mantap walau tanpa pakai headset.",2026-03-07 22:10:35,"fungsi:oke banget
kondisi barang:mulus banget

ringan, grip oke banget, stereo audionya mantap walau tanpa pakai headset.",fungsi oke banget kondisi barang mulus banget ringan grip oke banget stereo audionya mantap walau tanpa pakai headset,fungsi oke banget kondisi barang mulus banget ringan grip oke banget stereo audionya mantap walau tanpa pakai headset,0,0.7635964796396536,0.23640352036034648,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,r*****a,5,"Fungsi:mantap
Kenyamanan:bagus banget lahhhh",2026-04-30 16:36:16,"fungsi:mantap
kenyamanan:bagus banget lahhhh",fungsi mantap kenyamanan bagus banget lahhhh,fungsi mantap kenyamanan bagus banget lah,1,0.44885981201627656,0.5511401879837236,Palsu,0
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,nadecluterring,5,"Fungsi:baik
Kondisi Barang:oke bgt",2026-02-02 13:29:34,"fungsi:baik
kondisi barang:oke bgt",fungsi baik kondisi barang oke bgt,fungsi baik kondisi barang oke banget,0,0.8912764620717504,0.10872353792824967,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,elpahlevi,5,"Fitur Terbaik:Gaming Anywhere
Sepadan dengan Harga:Sepadan",2026-04-17 20:16:17,"fitur terbaik:gaming anywhere
sepadan dengan harga:sepadan",fitur terbaik gaming anywhere sepadan dengan harga sepadan,fitur terbaik gaming anywhere sepadan dengan harga sepadan,0,0.9266804927783341,0.07331950722166591,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,p*****i,5,"Barang diterima dan berfungsi dengan baik
Pelayanan juga ramah",2026-04-30 11:30:54,"barang diterima dan berfungsi dengan baik
pelayanan juga ramah",barang diterima dan berfungsi dengan baik pelayanan juga ramah,barang diterima dan berfungsi dengan baik pelayanan juga ramah,0,0.9456648281754277,0.05433517182457229,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,hasimmf,5,Packaging mantab,2026-04-30 19:55:02,packaging mantab,packaging mantab,kemasan mantab,0,0.7615219947906867,0.23847800520931323,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,cokomoy,5,Kenyamanan:layarnya jernih,2026-05-18 08:29:00,kenyamanan:layarnya jernih,kenyamanan layarnya jernih,kenyamanan layarnya jernih,0,0.6242839633433931,0.37571603665660697,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,christian.ct,5,"Fungsi:so far aman
Kondisi Barang:segel
Spesifikasi:belom OLED aja layarnya

pengiriman 2 hari doang🔥",2026-03-17 13:01:33,"fungsi:so far aman
kondisi barang:segel
spesifikasi:belom oled aja layarnya

pengiriman 2 hari doang🔥",fungsi so far aman kondisi barang segel spesifikasi belom oled aja layarnya pengiriman dua hari doang,fungsi so far aman kondisi barang segel spesifikasi belom oled saja layarnya pengiriman dua hari doang,0,0.9239318555951649,0.07606814440483524,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,d*****d,5,"Fungsi:Menyala dengan aman sudah di test running main, males di update windowsnya aja jadi gk bisa dipakai langaung, thank you banget

Mendarat dengan aman, Big W buat pengiriman masih dikirim walau kondisi komplek lagi kena banjir, thank you banget",2026-01-23 13:48:31,"fungsi:menyala dengan aman sudah di test running main, males di update windowsnya aja jadi gk bisa dipakai langaung, thank you banget

mendarat dengan aman, big w buat pengiriman masih dikirim walau kondisi komplek lagi kena banjir, thank you banget",fungsi menyala dengan aman sudah di test running main males di update windowsnya aja jadi gk bisa dipakai langaung thank you banget mendarat dengan aman big w buat pengiriman masih dikirim walau kondisi komplek lagi kena banjir thank you banget,fungsi menyala dengan aman sudah di test running main males di update windowsnya saja jadi tidak bisa dipakai langaung thank you banget mendarat dengan aman big w buat pengiriman masih dikirim walau kondisi komplek lagi kena banjir thank you banget,0,0.530123815104865,0.46987618489513494,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,ogog_abdullah,5,"Fungsi:1000000% worksssss
Variasi:rog xbox ally X
Pengalaman:sangaatt -sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat  sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat memuaskan

Good 👌🏻👌🏻👌🏻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",2025-10-24 22:59:58,"fungsi:1000000% worksssss
variasi:rog xbox ally x
pengalaman:sangaatt -sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat  sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat sangat  sangat  sangat sangat sangat sangat sangat memuaskan

good 👌🏻👌🏻👌🏻⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",fungsi satu juta worksssss variasi rog xbox ally x pengalaman sangaatt sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat memuaskan good,fungsi satu juta works variasi rog xbox ally x pengalaman sangaatt sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat memuaskan good,0,0.9920127223816796,0.007987277618320403,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,jex46,5,"Admin gercep!
Harga lebih murah dibanding PO di web asus.
Pengiriman cepat dan kemasan aman.
Semua berfungsi dengan baik.
Mantap sangat lah!",2025-10-19 18:19:04,"admin gercep!
harga lebih murah dibanding po di web asus.
pengiriman cepat dan kemasan aman.
semua berfungsi dengan baik.
mantap sangat lah!",admin gercep harga lebih murah dibanding po di web asus pengiriman cepat dan kemasan aman semua berfungsi dengan baik mantap sangat lah,admin gercep harga lebih murah dibanding po di web asus pengiriman cepat dan kemasan aman semua berfungsi dengan baik mantap sangat lah,0,0.9610994623278343,0.0389005376721656,Asli,1
[RELEASE!!] ROG Xbox Ally X (2025) RC73XA - AMD Ryzen AI Z2 Extreme 24GB 1TB Windows 11 Home 7.0 Inch FHD 120hz,ROG Official Store,nandabachtiar15,5,"Fungsi:mantap
Kondisi Barang:baru dan segel
Spesifikasi:sesuai deskripsi dan mantap",2025-10-18 16:52:58,"fungsi:mantap
kondisi barang:baru dan segel
spesifikasi:sesuai deskripsi dan mantap",fungsi mantap kondisi barang baru dan segel spesifikasi sesuai deskripsi dan mantap,fungsi mantap kondisi barang baru dan segel spesifikasi sesuai deskripsi dan mantap,0,0.9566861038219754,0.043313896178024634,Asli,1
DJI Mavic 4 Pro - Triple-Lens Flagship Camera Drone | 100MP 4/3 CMOS Hasselblad Camera With 6K/60fps HDR Video | 1/1.3″ & 1/1.5″ Large CMOS Dual Tele Cameras,DJI Official Shop,herry_bae147,5,"Kualitas Gambar:bagus
Fungsi:berfungsi normal
Keamanan:memiliki sensor anti tabrak

paking baik, super aman",2025-09-16 16:55:30,"kualitas gambar:bagus
fungsi:berfungsi normal
keamanan:memiliki sensor anti tabrak

paking baik, super aman",kualitas gambar bagus fungsi berfungsi normal keamanan memiliki sensor anti tabrak paking baik super aman,kualitas gambar bagus fungsi berfungsi normal keamanan memiliki sensor anti tabrak packing baik super aman,0,0.8741407404504179,0.12585925954958216,Asli,1
DJI Mavic 4 Pro - Triple-Lens Flagship Camera Drone | 100MP 4/3 CMOS Hasselblad Camera With 6K/60fps HDR Video | 1/1.3″ & 1/1.5″ Large CMOS Dual Tele Cameras,DJI Official Shop,ahmadtau83,5,"Kualitas Gambar:mantapp
Fungsi:lancarrrr

Wow sdh sangat aman sekali",2025-08-01 15:00:57,"kualitas gambar:mantapp
fungsi:lancarrrr

wow sdh sangat aman sekali",kualitas gambar mantapp fungsi lancarrrr wow sdh sangat aman sekali,kualitas gambar mantap fungsi lancar wow sudah sangat aman sekali,0,0.9459816818650714,0.054018318134928675,Asli,1
DJI Mavic 4 Pro - Triple-Lens Flagship Camera Drone | 100MP 4/3 CMOS Hasselblad Camera With 6K/60fps HDR Video | 1/1.3″ & 1/1.5″ Large CMOS Dual Tele Cameras,DJI Official Shop,faza_lazuardi,5,Bagus top👍🏻,2025-06-16 13:05:17,bagus top👍🏻,bagus top,bagus top,1,0.3309792603031298,0.6690207396968703,Palsu,0
"DJI Mavic 4 Pro - Triple-Lens Flagship Camera Drone | 100MP 4/3 CMOS Hasselblad Camera With 6K/60fps HDR Video | 1/1.3"" & 1/1.5"" Large CMOS Dual Tele Cameras",DJI Official Shop,d*****l,5,"Kualitas:bagus
Fungsi:bagus
Keamanan:bagus",2026-04-10 10:07:24,"kualitas:bagus
fungsi:bagus
keamanan:bagus",kualitas bagus fungsi bagus keamanan bagus,kualitas bagus fungsi bagus keamanan bagus,0,0.9101725800083329,0.08982741999166707,Asli,1
DJI Mavic 4 Pro - Triple-Lens Flagship Camera Drone | 100MP 4/3 CMOS Hasselblad Camera With 6K/60fps HDR Video | 1/1.3″ & 1/1.5″ Large CMOS Dual Tele Cameras,DJI Official Shop,ahm_wnd,5,"Kualitas Gambar:ok
Fungsi:baik
Keamanan:good",2025-08-18 22:06:53,"kualitas gambar:ok
fungsi:baik
keamanan:good",kualitas gambar ok fungsi baik keamanan good,kualitas gambar ok fungsi baik keamanan good,0,0.9287109986552177,0.07128900134478235,Asli,1
SHARP Kulkas 1 Pintu 166L Low Watt 60W SJ-N183N HS Kirei SJN183N 183N,CVSumberCahaya,trirahayuperwitasari,5,"Sepadan dengan Harga:oke
Fitur Terbaik:oke

Respon penjual sangat memuaskan, chat dibalas cepat, dan diberi rekomendasi yg baik,, barang yang datang sangat bagus, tampilan elegan, pengiriman aman, bahkan dilengkapi dgn kerdus di bagian dalam sisi2 kaca, sehingga aman dan tak rusak sedikitpun... pemakaian seminggu blm ada bunga es sama sekali",2023-06-23 09:10:44,"sepadan dengan harga:oke
fitur terbaik:oke

respon penjual sangat memuaskan, chat dibalas cepat, dan diberi rekomendasi yg baik,, barang yang datang sangat bagus, tampilan elegan, pengiriman aman, bahkan dilengkapi dgn kerdus di bagian dalam sisi2 kaca, sehingga aman dan tak rusak sedikitpun... pemakaian seminggu blm ada bunga es sama sekali",sepadan dengan harga oke fitur terbaik oke respon penjual sangat memuaskan chat dibalas cepat dan diberi rekomendasi yg baik barang yang datang sangat bagus tampilan elegan pengiriman aman bahkan dilengkapi dgn kerdus di bagian dalam sisidua kaca sehingga aman dan tak rusak sedikitpun pemakaian seminggu blm ada bunga es sama sekali,sepadan dengan harga oke fitur terbaik oke respon penjual sangat memuaskan chat dibalas cepat dan diberi rekomendasi yang baik barang yang datang sangat bagus tampilan elegan pengiriman aman bahkan dilengkapi dengan kerdus di bagian dalam sisidua kaca sehingga aman dan tak rusak sedikitpun pemakaian seminggu belum ada bunga es sama sekali,0,0.8782452674008465,0.1217547325991535,Asli,1
SHARP Kulkas 1 Pintu 166L Low Watt 60W SJ-N183N HS Kirei SJN183N 183N,CVSumberCahaya,a*****i,5,"Sepadan dengan Harga:harga under 2 juta kualitas ok

serba tempered glass dan terlihat mewah padahal murah, warna dark grey membuat kesan elegant, ukuran juga besar dengan daya rendah, bikin es batu 2-4 jam jadi. pengiriman dari toko cepat hanya saja tidak bisa menyesuaikan jadwal customer. jadi agak susah cari waktu yang pas.",2022-06-30 19:38:25,"sepadan dengan harga:harga under 2 juta kualitas ok

serba tempered glass dan terlihat mewah padahal murah, warna dark grey membuat kesan elegant, ukuran juga besar dengan daya rendah, bikin es batu 2-4 jam jadi. pengiriman dari toko cepat hanya saja tidak bisa menyesuaikan jadwal customer. jadi agak susah cari waktu yang pas.",sepadan dengan harga harga under dua juta kualitas ok serba tempered glass dan terlihat mewah padahal murah warna dark grey membuat kesan elegant ukuran juga besar dengan daya rendah bikin es batu dua empat jam jadi pengiriman dari toko cepat hanya saja tidak bisa menyesuaikan jadwal customer jadi agak susah cari waktu yang pas,sepadan dengan harga harga under dua juta kualitas ok serba tempered glass dan terlihat mewah padahal murah warna dark grey membuat kesan elegant ukuran juga besar dengan daya rendah bikin es batu dua empat jam jadi pengiriman dari toko cepat hanya saja tidak bisa menyesuaikan jadwal customer jadi agak susah cari waktu yang pas,1,0.4482806927129352,0.5517193072870649,Palsu,0
SHARP Kulkas 1 Pintu 166L Low Watt 60W SJ-N183N HS Kirei SJN183N 183N,CVSumberCahaya,alestira96,5,"kulkas mendarat dg baik oleh kurir yg baek juga ramah..
berfungsi sangat baik, pembekuan cepat..
terimakasih 🙏🙏",2022-03-13 14:31:59,"kulkas mendarat dg baik oleh kurir yg baek juga ramah..
berfungsi sangat baik, pembekuan cepat..
terimakasih 🙏🙏",kulkas mendarat dg baik oleh kurir yg baek juga ramah berfungsi sangat baik pembekuan cepat terimakasih,kulkas mendarat dengan baik oleh kurir yang baek juga ramah berfungsi sangat baik pembekuan cepat terimakasih,0,0.9645853183690044,0.03541468163099556,Asli,1
SHARP Kulkas 1 Pintu 166L Low Watt 60W SJ-N183N HS Kirei SJN183N 183N,CVSumberCahaya,dodyjay,5,"Fitur Terbaik:aman tanpa cacat
Sepadan dengan Harga:sepadan

Terimakasih barang sudah saya terima dalam kondisi aman baik dan berfungsi 
Kurir ramah 
Terimakasih seller dan shopee
Semoga usahanya lancar dan sukses",2024-02-23 22:57:25,"fitur terbaik:aman tanpa cacat
sepadan dengan harga:sepadan

terimakasih barang sudah saya terima dalam kondisi aman baik dan berfungsi 
kurir ramah 
terimakasih seller dan shopee
semoga usahanya lancar dan sukses",fitur terbaik aman tanpa cacat sepadan dengan harga sepadan terimakasih barang sudah saya terima dalam kondisi aman baik dan berfungsi kurir ramah terimakasih seller dan shopee semoga usahanya lancar dan sukses,fitur terbaik aman tanpa cacat sepadan dengan harga sepadan terimakasih barang sudah saya terima dalam kondisi aman baik dan berfungsi kurir ramah terimakasih penjual dan shopee semoga usahanya lancar dan sukses,0,0.983158038568022,0.016841961431977973,Asli,1
SHARP Kulkas 1 Pintu 166L Low Watt 60W SJ-N183N HS Kirei SJN183N 183N,CVSumberCahaya,fajaradhiepradika,5,"Alhamdulillah barang sudah diterima dengan baik, Pengiriman Bantul 1/2 Hari Sampai, Luarr Biasa, Respon Penjual sangat Baik. Semoga Awet.",2022-12-11 19:02:13,"alhamdulillah barang sudah diterima dengan baik, pengiriman bantul 1/2 hari sampai, luarr biasa, respon penjual sangat baik. semoga awet.",alhamdulillah barang sudah diterima dengan baik pengiriman bantul satu dua hari sampai luarr biasa respon penjual sangat baik semoga awet,alhamdulillah barang sudah diterima dengan baik pengiriman bantul satu dua hari sampai luarr biasa respon penjual sangat baik semoga awet,0,0.9675549650789119,0.032445034921087995,Asli,1
SHARP Kulkas 1 Pintu 166L Low Watt 60W SJ-N183N HS Kirei SJN183N 183N,CVSumberCahaya,anita_rosda_73,5,"Fitur Terbaik:bagus dan ori
Sepadan dengan Harga:sepadan

udah dicoba...bagus banget...sesuai harga. hari ini dipesan, bbrp jam kemudian sampai ditempat. semoga awet...👍🤗 makasih seller🙏",2022-11-25 22:44:39,"fitur terbaik:bagus dan ori
sepadan dengan harga:sepadan

udah dicoba...bagus banget...sesuai harga. hari ini dipesan, bbrp jam kemudian sampai ditempat. semoga awet...👍🤗 makasih seller🙏",fitur terbaik bagus dan ori sepadan dengan harga sepadan udah dicoba bagus banget sesuai harga hari ini dipesan bbrp jam kemudian sampai ditempat semoga awet makasih seller,fitur terbaik bagus dan original sepadan dengan harga sepadan sudah dicoba bagus banget sesuai harga hari ini dipesan bbrp jam kemudian sampai ditempat semoga awet terima kasih penjual,0,0.9764417491062157,0.023558250893784206,Asli,1
